,date,price,spot,T,strike,risk_free,t,days to maturity,return,implied vol,fit vol,theory price,Simulate price
10,2018-01-16,14.12,69.15,2.23013698630137,50,0,0.038356164383561646,2.191780821917808,-0.01592458872691349,0.0999442481391826,0.0981590585869866,19.188104444359446,18.580242040139016
11,2018-01-17,14.26,69.38,2.23013698630137,50,0,0.0410958904109589,2.1890410958904107,0.003320583430836521,0.09204746487782463,0.09861378210121813,19.41682195704969,19.085666596058136
12,2018-01-18,14.31,69.31,2.23013698630137,50,0,0.043835616438356165,2.186301369863014,-0.0010094456117109019,0.0923084622053051,0.09906255956117448,19.348649739653872,18.60880520265352
13,2018-01-19,14.15,68.61,2.23013698630137,50,0,0.04657534246575343,2.1835616438356165,-0.010150899227093113,0.09470379071537881,0.09950547179678432,18.658104722171586,18.29939856551492
14,2018-01-22,14.3,69.03,2.23013698630137,50,0,0.0547945205479452,2.175342465753425,0.006102896012584402,0.0953316737613134,0.10079980678099913,19.076451503164762,18.004029561252587
15,2018-01-23,14.69,69.96,2.23013698630137,50,0,0.057534246575342465,2.1726027397260275,0.013382457435016981,0.09380865586414715,0.10122004170747043,19.99713063466899,19.150340424474177
16,2018-01-24,14.55,70.53,2.23013698630137,50,0,0.06027397260273973,2.16986301369863,0.00811450106968703,0.09468051895738833,0.10163479725882658,20.5626858439069,20.087881934827585
17,2018-01-25,14.54,70.42,2.23013698630137,50,0,0.06301369863013699,2.1671232876712327,-0.0015608374931819213,0.09501707430699634,0.10204414712568387,20.454555248843143,19.62898207197446
18,2018-01-26,14.32,70.52,2.23013698630137,50,0,0.06575342465753424,2.1643835616438354,0.0014190438027634755,0.09315401696078973,0.10244816389489061,20.554506585610937,19.48170829695877
19,2018-01-29,13.96,69.46,2.23013698630137,50,0,0.07397260273972603,2.1561643835616437,-0.015145310213742214,0.0992009053533562,0.1036289253921387,19.50891818126518,18.69996875805466
20,2018-01-30,13.56,69.02,2.23013698630137,50,0,0.07671232876712329,2.1534246575342464,-0.006354729646070645,0.09292665427395454,0.10401231432966096,19.07596205880357,18.571732405499795
21,2018-01-31,13.63,69.05,2.23013698630137,50,0,0.07945205479452055,2.1506849315068495,0.00043456218544424274,0.09248189302350114,0.10439071730304622,19.10668485822221,18.15182207884338
22,2018-02-01,13.79,69.65,2.23013698630137,50,0,0.0821917808219178,2.147945205479452,0.008651820370513263,0.09496845638625474,0.10476420072031238,19.699638821555673,18.464819156728154
23,2018-02-02,13.02,68.58,2.23013698630137,50,0,0.08493150684931507,2.1452054794520548,-0.015481753191040504,0.09918742544062988,0.10513283002745993,18.646366909308227,18.015707865652768
24,2018-02-05,12.81,67.62,2.23013698630137,50,0,0.09315068493150686,2.136986301369863,-0.014097149755033733,0.10241176065589294,0.10621023368804025,17.708664722545464,16.84846316709836
25,2018-02-06,12.58,66.86,2.23013698630137,50,0,0.0958904109589041,2.1342465753424658,-0.011302916287787568,0.0963572996524576,0.10656008238643866,16.968221907658176,16.22519575919958
26,2018-02-07,12.1,65.51,2.23013698630137,50,0,0.09863013698630137,2.1315068493150684,-0.020398078248167195,0.09668123743279523,0.1069053903795097,15.661048203649266,15.372235939514237
27,2018-02-08,12.1,64.81,2.23013698630137,50,0,0.10136986301369863,2.128767123287671,-0.010742890304160646,0.09571238033160442,0.10724621769735317,14.989913412900094,14.45517289979059
28,2018-02-09,11.64,62.79,2.23013698630137,50,0,0.10410958904109589,2.126027397260274,-0.03166408731360715,0.10507652924035728,0.10758262352241924,13.076465896380228,12.804121944917998
29,2018-02-12,11.27,62.59,2.23013698630137,50,0,0.11232876712328767,2.117808219178082,-0.003190304189407911,0.1061169119314183,0.10856589145444899,12.898377237955252,12.783043299864994
30,2018-02-13,11.61,62.72,2.23013698630137,50,0,0.11506849315068493,2.1150684931506847,0.0020748551055422837,0.10906909297687968,0.1088851866826769,13.02269883973792,12.705488322493407
31,2018-02-14,11.76,64.36,2.23013698630137,50,0,0.1178082191780822,2.1123287671232878,0.025811946082030524,0.12726787981768825,0.10920034411328446,14.573360499824112,13.812593695555515
